OID_,BARRIER_NAME,SOURCE_ID,BARRIER_GROUP,BARRIER_TYPE,BARRIER_SPECIFIC,DAM_HEIGHT_ft,SOURCE,URL,UID,Elev_m,Slope_site_perc,Slope_segment_perc,Slope_reach_perc,Qmad_cfs,Latitude,Longitude,Sample_Type,Sampled,Sample_Date,Observer,Barrier_Expected,Barrier_Observed,Stream_Wetted,Barrier_Access,Bridge_Type,Bridge_Obstruction,Culverts_Total,Culvert_Gated,Backwatered,Water_surface_drop_m,Span_m,Bankfull_width_m,Span_div_bankfull,Rise_m,Bed_material_throughout,Bed_material_depth_outlet_m,Countersunk,Elevation_inlet_m,Elevation_outlet_m,Length_m,Slope_perc,ACCESS_LIMIT,HUC8,Basin,Depth_m,Velocity_mps,Pass_WDFG,Limit_WDFG,tnmfrc,mtfcc_code,Pass
957,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_26607,1306.1268311,21.4190006,4.2300000,2.3399999,1.842000000000000,41.815471969999997,-112.074088889999999,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
958,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_98220,1335.7280273,5.7010002,0.2100000,0.7500000,11.281000000000001,41.752973750000002,-112.108141020000005,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
959,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_3088,1314.9089355,11.7250004,0.0400000,0.2600000,100.760999999999996,41.792444060000001,-112.136000370000005,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
960,,        003041C,Non-culvert Road Crossing,Bridge,Truss_Deck,,FEDERAL_HIGHWAY_ADMINISTRATION,https://www.fhwa.dot.gov/bridge/nbi/ascii2018.cfm,UID_67343,1303.7239990,0.1250000,0.2000000,0.1100000,1694.436999999999898,41.832794679999999,-112.058957129999996,,,,,Bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
961,,        005003D,Non-culvert Road Crossing,Bridge,Frame,,FEDERAL_HIGHWAY_ADMINISTRATION,https://www.fhwa.dot.gov/bridge/nbi/ascii2018.cfm,UID_72105,1348.9725342,0.9900000,0.0500000,0.8700000,392.387999999999977,41.720604360000003,-111.886310490000000,,,,,Bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
962,,        005008V,Culvert,Culvert,Culvert,,FEDERAL_HIGHWAY_ADMINISTRATION,https://www.fhwa.dot.gov/bridge/nbi/ascii2018.cfm,UID_90437,1345.2055664,1.1330000,0.0200000,0.0700000,150.950999999999993,41.718384370000003,-111.944520490000002,,,,,Culvert,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
963,,        005016F,Non-culvert Road Crossing,Bridge,Stringer_Multi-beam_or_Girder,,FEDERAL_HIGHWAY_ADMINISTRATION,https://www.fhwa.dot.gov/bridge/nbi/ascii2018.cfm,UID_78857,1344.3000488,0.0060000,0.0100000,0.2400000,1265.898999999999887,41.797747100000002,-111.929118650000007,,,,,Bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
964,,        005030F,Non-culvert Road Crossing,Bridge,Stringer_Multi-beam_or_Girder,,FEDERAL_HIGHWAY_ADMINISTRATION,https://www.fhwa.dot.gov/bridge/nbi/ascii2018.cfm,UID_3614,1346.3503418,13.9020004,0.0000000,0.0000000,525.177999999999997,41.786666060000002,-111.955194710000001,,,,,Bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
965,,        005031F,Non-culvert Road Crossing,Bridge,Stringer_Multi-beam_or_Girder,,FEDERAL_HIGHWAY_ADMINISTRATION,https://www.fhwa.dot.gov/bridge/nbi/ascii2018.cfm,UID_68533,1344.3000488,0.2530000,0.0100000,0.3200000,1265.871000000000095,41.800939730000003,-111.909711950000002,,,,,Bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
966,,        005032F,Non-culvert Road Crossing,Bridge,Stringer_Multi-beam_or_Girder,,FEDERAL_HIGHWAY_ADMINISTRATION,https://www.fhwa.dot.gov/bridge/nbi/ascii2018.cfm,UID_93273,1347.2303467,20.6289997,0.0100000,0.7100000,1264.823000000000093,41.835961159999997,-111.893353559999994,,,,,Bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
967,,        0C 687 ,Non-culvert Road Crossing,Bridge,Stringer_Multi-beam_or_Girder,,FEDERAL_HIGHWAY_ADMINISTRATION,https://www.fhwa.dot.gov/bridge/nbi/ascii2018.cfm,UID_29274,1344.1832275,9.8059998,0.2000000,0.0000000,1727.026000000000067,41.843433970000000,-112.003072639999999,,,,,Bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,S1200,
968,,        0F   8 ,Non-culvert Road Crossing,Bridge,Stringer_Multi-beam_or_Girder,,FEDERAL_HIGHWAY_ADMINISTRATION,https://www.fhwa.dot.gov/bridge/nbi/ascii2018.cfm,UID_58520,1344.6800537,3.3680000,0.0100000,0.0100000,1249.324000000000069,41.840687920000001,-111.880967769999998,,,,,Bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,S1200,
969,NELSON 78-R4,UT20068,Dam,Dam,Dam,,UTAH_DEPARTMENT_OF_WATER_RIGHTS,https://opendata.gis.utah.gov/datasets/utahDNR::utah-dam-inventory,UID_44611,1415.6264648,14.0249996,4.2300000,1.7400000,1.603000000000000,41.800813480000002,-112.047586480000007,,,,,Dam,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,0.0
970,PACIFICORP - CUTLER,UT00079,Dam,Dam,Dam,,UTAH_DEPARTMENT_OF_WATER_RIGHTS,https://opendata.gis.utah.gov/datasets/utahDNR::utah-dam-inventory,UID_70233,1341.9262695,48.5859985,0.2000000,10.9700003,1727.380000000000109,41.836320540000003,-112.048103540000000,,,,,Dam,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,0.0
971,"ANDERSEN, HOWARD G.  #2",UT52710,Dam,Dam,Dam,,UTAH_DEPARTMENT_OF_WATER_RIGHTS,https://opendata.gis.utah.gov/datasets/utahDNR::utah-dam-inventory,UID_51331,1348.0736084,2.1329999,0.0700000,0.1600000,87.277000000000001,41.903365039999997,-111.876157169999999,,,,,Dam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
972,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_37162,1313.0505371,39.5159988,0.2000000,0.0100000,1694.436999999999898,41.834571539999999,-112.051809669999997,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
973,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_60678,1357.6530762,2.2249999,4.2500000,1.1000000,0.966000000000000,41.751497850000000,-111.969621889999999,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
974,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_11515,1367.8834229,3.3820000,4.2300000,5.5999999,1.688000000000000,41.812452850000000,-112.059337709999994,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
975,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_75539,1626.8791504,9.8879995,4.2300000,2.1500001,1.246000000000000,41.750451390000002,-112.036992119999994,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
976,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_53782,1484.9287109,5.0960002,4.2500000,4.2300000,0.859000000000000,41.744590879999997,-112.012220520000000,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
977,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_73964,1439.1926270,2.1960001,4.2500000,2.2800000,0.920000000000000,41.745568660000004,-112.003689140000006,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
978,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_16999,1346.1285400,3.5490000,0.0200000,0.0100000,150.950999999999993,41.718687500000001,-111.946393319999999,ALTERNATE,TRUE,10/19/2022 0:00:00,GG,Intersection,Bridge,TRUE,,Bridge,FALSE,,,,,,,,,,,,,,,,,16010203,LR,,,1.0,None,4,S1400,1.0
979,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_19633,1344.6746826,0.0400000,0.0100000,0.0100000,1249.324000000000069,41.840134740000003,-111.881940959999994,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,S1200,
980,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_41235,1371.1241455,2.1210001,4.2500000,1.6200000,0.966000000000000,41.751301990000002,-111.979427009999995,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,S1200,
981,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_63485,1349.1497803,4.0440001,1.0000000,0.0100000,20.135000000000002,41.833219909999997,-111.883364619999995,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
982,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_49188,1409.6433105,4.9759998,4.2300000,2.1300001,1.603000000000000,41.802841620000002,-112.050582379999994,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1740,
983,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_77534,1346.7166748,1.3080000,0.0100000,0.4300000,1251.042999999999893,41.835958280000000,-111.883345800000001,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
984,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_25650,1446.8409424,5.6149998,4.2300000,0.9100000,1.603000000000000,41.795113010000001,-112.040293039999995,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,S1200,
985,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_58300,1346.0325928,0.1890000,0.0100000,0.0500000,523.552000000000021,41.745963719999999,-111.942422960000002,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,S1200,
986,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_78837,1532.1508789,5.7989998,4.2300000,2.0799999,1.412000000000000,41.771225280000003,-112.034459970000000,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
987,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_40897,1391.3814697,6.1120000,4.2300000,2.1400001,1.603000000000000,41.808468980000001,-112.053643159999993,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
988,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_13737,1450.5615234,14.9589996,4.2300000,1.6900001,1.462000000000000,41.793177649999997,-112.039222249999995,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,S1200,
989,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_65528,1374.5435791,2.5880001,4.2500000,1.6500000,0.966000000000000,41.751126659999997,-111.980966440000003,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,S1200,
990,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_15927,1496.7403564,23.4899998,4.2300000,1.0700001,1.412000000000000,41.782397730000000,-112.025805590000004,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,S1200,
991,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_65739,1394.6221924,2.4549999,4.2500000,1.7700000,0.966000000000000,41.748523450000000,-111.989074049999999,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
992,BIRCH GLEN REC. RES.,41907000001021,Non-culvert Road Crossing,Bridge,Bridge,,UTAH_DEPARTMENT_OF_TRANSPORTATION,https://opendata.utah.gov/dataset/UDOT-Bridge-and-Structure-Locations/b822-guyg,UID_49954,1550.2210693,7.7220001,0.5700000,0.4000000,190.623999999999995,41.765016119999999,-111.686478390000005,,,,,Bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
993,"F-729, Logan River",R 450,Non-culvert Road Crossing,Bridge,Bridge,,UTAH_DEPARTMENT_OF_TRANSPORTATION,https://opendata.utah.gov/dataset/UDOT-Bridge-and-Structure-Locations/b822-guyg,UID_25384,1520.4730225,57.9679985,0.9400000,2.4400001,198.665999999999997,41.747606359999999,-111.731749530000002,,,,,Bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,S1200,
994,GUS LIND REC. RES.,41907000001060,Non-culvert Road Crossing,Bridge,Bridge,,UTAH_DEPARTMENT_OF_TRANSPORTATION,https://opendata.utah.gov/dataset/UDOT-Bridge-and-Structure-Locations/b822-guyg,UID_60685,1517.4019775,1.9410000,0.9400000,0.6500000,198.665999999999997,41.749940359999997,-111.727638310000003,,,,,Bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,S1200,
995,,        005009F,Non-culvert Road Crossing,Bridge,Stringer_Multi-beam_or_Girder,,FEDERAL_HIGHWAY_ADMINISTRATION,https://www.fhwa.dot.gov/bridge/nbi/ascii2018.cfm,UID_23462,1376.7467041,16.4559994,0.9500000,0.1800000,248.474999999999994,41.722588229999999,-111.832493779999993,Random,TRUE,10/20/2022 0:00:00,GG,Bridge,Bridge,TRUE,,Bridge,FALSE,0,,,,,,,,,,,,,,,,16010203,LR,,,1.0,None,4,S1400,1.0
996,,        005029C,Non-culvert Road Crossing,Bridge,Stringer_Multi-beam_or_Girder,,FEDERAL_HIGHWAY_ADMINISTRATION,https://www.fhwa.dot.gov/bridge/nbi/ascii2018.cfm,UID_5233,1395.3380127,2.8950000,0.9500000,1.2200000,248.474999999999994,41.732795869999997,-111.811655160000001,,,,,Bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
997,,        005038F,Non-culvert Road Crossing,Bridge,Tee_Beam,,FEDERAL_HIGHWAY_ADMINISTRATION,https://www.fhwa.dot.gov/bridge/nbi/ascii2018.cfm,UID_38570,1391.8883057,4.2430000,0.9500000,0.8900000,248.474999999999994,41.730947489999998,-111.814716039999993,,,,,Bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
998,,        005058D,Non-culvert Road Crossing,Bridge,Frame,,FEDERAL_HIGHWAY_ADMINISTRATION,https://www.fhwa.dot.gov/bridge/nbi/ascii2018.cfm,UID_36179,1379.6960449,18.0139999,0.9500000,0.4400000,248.474999999999994,41.725188830000000,-111.825516320000006,Random,TRUE,10/20/2022 0:00:00,GG,Bridge,Bridge,TRUE,,Bridge,FALSE,,,,,,,,,,,,,,,,,16010203,LR,,,1.0,None,4,S1400,1.0
999,,        0D 540 ,Non-culvert Road Crossing,Bridge,Arch_Deck,,FEDERAL_HIGHWAY_ADMINISTRATION,https://www.fhwa.dot.gov/bridge/nbi/ascii2018.cfm,UID_71289,1376.5017090,6.8779998,0.9500000,0.6300000,248.474999999999994,41.720701939999998,-111.835418320000002,Random,TRUE,10/20/2022 0:00:00,GG,Bridge,Bridge,TRUE,,Bridge,FALSE,0,,,,,,,,,,,,,,,,16010203,LR,,,1.0,None,2,S1200,1.0
1000,,        0E1233 ,Culvert,Culvert,Culvert,,FEDERAL_HIGHWAY_ADMINISTRATION,https://www.fhwa.dot.gov/bridge/nbi/ascii2018.cfm,UID_68162,1490.8327637,114.9629974,0.9500000,3.7500000,248.258000000000010,41.742812819999997,-111.761332640000006,Random,TRUE,9/27/2022 0:00:00,GG,Culvert,Absent,TRUE,,,,,,,,,,,,,,,,,,,,16010203,LR,,,1.0,None,2,S1200,1.0
1001,,        0F 723 ,Non-culvert Road Crossing,Bridge,Stringer_Multi-beam_or_Girder,,FEDERAL_HIGHWAY_ADMINISTRATION,https://www.fhwa.dot.gov/bridge/nbi/ascii2018.cfm,UID_90406,1457.9597168,58.4039993,0.9500000,4.0900002,248.258000000000010,41.741386849999998,-111.774691079999997,,,,,Bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,S1200,
1002,,        0F 729 ,Non-culvert Road Crossing,Bridge,Stringer_Multi-beam_or_Girder,,FEDERAL_HIGHWAY_ADMINISTRATION,https://www.fhwa.dot.gov/bridge/nbi/ascii2018.cfm,UID_51150,1426.7198486,0.7300000,0.9500000,0.5700000,248.258000000000010,41.742887869999997,-111.786610580000001,,,,,Bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,S1200,
1003,,        0F 794 ,Non-culvert Road Crossing,Bridge,Tee_Beam,,FEDERAL_HIGHWAY_ADMINISTRATION,https://www.fhwa.dot.gov/bridge/nbi/ascii2018.cfm,UID_91130,1369.4931641,4.5530000,0.9500000,0.5400000,248.474999999999994,41.716081410000001,-111.839810770000000,,,,,Bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
1004,,041907000001010,Non-culvert Road Crossing,Bridge,Stringer_Multi-beam_or_Girder,,FEDERAL_HIGHWAY_ADMINISTRATION,https://www.fhwa.dot.gov/bridge/nbi/ascii2018.cfm,UID_2231,1533.2131348,5.3189998,0.0500000,0.1400000,194.616000000000014,41.753419500000000,-111.716707580000005,,,,,Bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
1005,,041907000001011,Non-culvert Road Crossing,Bridge,Stringer_Multi-beam_or_Girder,,FEDERAL_HIGHWAY_ADMINISTRATION,https://www.fhwa.dot.gov/bridge/nbi/ascii2018.cfm,UID_31359,1512.1854248,2.5469999,0.9400000,3.3800001,198.665999999999997,41.747881810000003,-111.734465959999994,,,,,Bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,S1200,
1006,,041907000015445,Non-culvert Road Crossing,Bridge,Box_Beam_or_Girders_Multiple,,FEDERAL_HIGHWAY_ADMINISTRATION,https://www.fhwa.dot.gov/bridge/nbi/ascii2018.cfm,UID_50909,1540.5751953,7.1580000,0.4100000,0.6200000,192.722000000000008,41.762291650000002,-111.698133530000007,,,,,Bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,S1200,
1007,,041907000017009,Non-culvert Road Crossing,Bridge,Other,,FEDERAL_HIGHWAY_ADMINISTRATION,https://www.fhwa.dot.gov/bridge/nbi/ascii2018.cfm,UID_964,1655.2697754,29.3309994,3.1600001,5.8899999,14.162000000000001,41.870010510000000,-111.755509029999999,,,,,Bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
1008,,16010203cb010,Dam,Dam,Dam,,UTAH_DIVISION_OF_WILDLIFE_RESOURCES,donwiley@utah.gov,UID_15306,1500.9371338,14.6920004,0.9400000,1.0599999,198.665999999999997,41.744956170000002,-111.749066360000000,,,,,Dam,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,S1200,0.0
1009,,16010203hb001,Non-culvert Road Crossing,Falls,Falls,,UTAH_DIVISION_OF_WILDLIFE_RESOURCES,donwiley@utah.gov,UID_44037,1564.1020508,15.7629995,17.7099991,10.1999998,2.763000000000000,41.749992089999999,-111.716864310000005,,,,,Waterfall,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,0.0
1010,,16010203cb012,Culvert,Culvert,Culvert,,UTAH_DIVISION_OF_WILDLIFE_RESOURCES,donwiley@utah.gov,UID_22633,1554.2242432,10.6140003,20.3099995,11.8299999,1.473000000000000,41.764270680000003,-111.692724220000002,Random,TRUE,9/27/2022 0:00:00,GG,Culvert,Absent,TRUE,,,,,,,,,,,,,,,,,,,,16010203,LR,,,1.0,None,2,S1200,1.0
1011,SMITH/UNNAMED RESERVOIR,UT52711,Dam,Dam,Dam,,UTAH_DEPARTMENT_OF_WATER_RIGHTS,https://opendata.gis.utah.gov/datasets/utahDNR::utah-dam-inventory,UID_53477,1367.1015625,2.1949999,5.2800002,0.3800000,2.185000000000000,41.889293899999998,-111.835869810000005,,,,,Dam,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,0.0
1012,ANDERSON DOTY,UT00005,Dam,Dam,Dam,,UTAH_DEPARTMENT_OF_WATER_RIGHTS,https://opendata.gis.utah.gov/datasets/utahDNR::utah-dam-inventory,UID_20846,1353.3914795,16.8500004,5.2800002,2.3900001,2.432000000000000,41.900709980000002,-111.867159880000003,,,,,Dam,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,0.0
1013,ANDERSON DOTY,83392,Dam,Dam,RE,,US_ARMY_CORPS_OF_ENGINEERS,https://nid.sec.usace.army.mil/ords/f?p=105:1::::::,UID_2279,1354.1861572,3.6190000,5.2800002,0.3900000,2.368000000000000,41.893965659999999,-111.859987160000003,,,,,Dam,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,0.0
1014,LOGAN NO. 3,83638,Dam,Dam,CNPG,32,US_ARMY_CORPS_OF_ENGINEERS,https://nid.sec.usace.army.mil/ords/f?p=105:1::::::,UID_94525,1532.1651611,27.6170006,0.9400000,1.4000000,198.665999999999997,41.752938049999997,-111.723311570000007,,,,,Dam,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,S1200,0.0
1015,LOGAN FIRST DAM,83694,Dam,Dam,CB,,US_ARMY_CORPS_OF_ENGINEERS,https://nid.sec.usace.army.mil/ords/f?p=105:1::::::,UID_60689,1426.7600098,0.0000000,0.9500000,0.5300000,248.286000000000001,41.741866950000002,-111.790676520000005,,,,,Dam,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,S1200,0.0
1016,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_77515,1474.8673096,2.6180000,0.0000000,0.1900000,8.720000000000001,41.769365909999998,-111.792674570000003,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
1017,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_97197,1407.4937744,1.1310000,1.0000000,1.3400000,20.068999999999999,41.838110120000003,-111.829797670000005,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
1018,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_48509,1473.3264160,4.4190001,0.0000000,0.0500000,8.720000000000001,41.771872920000000,-111.790276969999994,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
1019,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_70948,1471.2100830,6.3150001,7.3000002,0.5100000,4.036000000000000,41.805404160000002,-111.803002969999994,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
1020,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_31329,1475.4063721,2.3610001,0.2500000,0.2300000,20.103999999999999,41.765829160000003,-111.792637490000004,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
1021,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_25579,1566.6875000,7.8990002,5.4800000,6.3200002,3.201000000000000,41.806704369999999,-111.787029709999999,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
1022,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_26960,1494.5769043,3.9070001,5.4800000,4.6700001,3.201000000000000,41.803312509999998,-111.798678319999993,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
